Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
New Zealand,5536098606,5721995118,6133158805,6699741943,7340766741,5706251654,5917437956,6016017494,5228045647,5814357967,6495605619,7911136757,9567331065,12802281898,13940981798,12861983284,13604832424,15446825318,18530518395,20731243113,23244547385,24417617184,24164603059,24309279706,21665975319,24679795396,30604668357,40376354070,45176811594,43920222525,45495129385,42745329732,41649829860,46775620817,55314732279,63918703507,70140835299,66075143415,56227169851,58762260626,52623281957,53872425917,66627729311,88250885550,103905000000,114720000000,111539000000,137189000000,133131000000,121374000000,146518000000,168295000000,176211000000,190910000000,201338000000,178104000000,188898000000,206567000000,211847000000,212847000000,212698000000,253644000000,246734000000,253466000000
OECD members,1061260000000,1131860000000,1223950000000,1317490000000,1441750000000,1566400000000,1714910000000,1832990000000,1988240000000,2191110000000,2400410000000,2659330000000,3089080000000,3739260000000,4194420000000,4701150000000,5094300000000,5744570000000,6915170000000,7983330000000,8867250000000,9029390000000,8890350000000,9189660000000,9603970000000,10110200000000,12252000000000,14189400000000,15997000000000,16735300000000,18847000000000,19953800000000,21464700000000,21795800000000,23297600000000,25681300000000,25899400000000,25507700000000,25774900000000,27071100000000,27669600000000,27415400000000,28601700000000,31985400000000,35608800000000,37648200000000,39718300000000,43483800000000,46172700000000,43184000000000,45297200000000,48721200000000,48676800000000,49360200000000,50386900000000,47536700000000,48460600000000,50610700000000,53526000000000,54053000000000,52852900000000,58899800000000,60170100000000,64098900000000
Oman,,,,,,63279974.69,67759972.9,107151832.5,188879848.9,239999808,256319794.9,301010587.1,366883548.3,483066990.6,1645917776,2096699189,2560220035,2741169948,2740301390,3733352635,5981760278,7259120151,7554719456,7932541691,8821443151,10005645420,7324167369,7811183095,8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,13996914694,15593456177,19507452536,19452000520,20142756047,21633708192,24763712874,31081991678,37215779714,42085379454,60905452536,48388363589,64993498049,77497529259,87408842653,89936020806,92699089727,78710793238,75128738622,80856697009,91505851756,88060858257,75909397659,88191977373,114667000000,108192000000
Other small states,,,,,,,,,,,,,,,,7075100696,8481441949,10530537666,12293161417,15359233809,21040631380,21001566255,20719390900,19799540394,20065158814,19711831131,20748593857,25513234796,28124031928,28730234881,33890663891,35877596794,39303152780,38476262969,40639521816,47227955200,49170282332,49548179500,50593486749,52839936531,55909436459,56104114432,61196326389,75225425146,89281970467,101042000000,113036000000,135646000000,148959000000,129390000000,138174000000,157064000000,155913000000,162812000000,167893000000,151722000000,159200000000,176977000000,193850000000,195442000000,178185000000,208007000000,223331000000,234402000000
Pakistan,3749265015,4118647627,4310163797,4630827383,5204955901,5929231415,6561108778,7464510710,8041999160,8683116338,10027509450,10665896682,9415016360,6383429490,8899191919,11230606061,13168080808,15126060606,17811515152,19688383838,23654444444,28100606061,30725971564,28691889764,31151825467,31144920844,31899070056,33351529275,38472742808,40171106279,40010423970,45625336680,48884671947,51809999353,52293470813,60636071684,63320170084,62433340468,62191955814,62973857069,99484802345,97145618480,97923302809,112372000000,132216000000,145209000000,161871000000,184141000000,202204000000,187338000000,196710000000,230587000000,250107000000,258657000000,271390000000,299964000000,313630000000,339206000000,356128000000,320909000000,300426000000,348517000000,374788000000,338368000000
Panama,537147100,599026300,652120900,722784500,776137500,852485300,928833000,1034376400,1112791100,1221305700,1351006400,1523917200,1673411700,1913793400,2188307600,2435304100,2588106000,2738261900,3244558600,3704551600,4614086400,5222421500,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,67294169200,69721787500,57086836900,67406738100,76522511781,83382400000
Peru,,,,,,,,,,,,,,,,,,,,,,,15203143381,14124541993,20339340469,15044388198,21777475654,36533467759,15439408447,22499558526,26410386963,34341465998,35966302303,34832077221,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,102171000000,120551000000,120823000000,147528000000,171762000000,192650000000,201176000000,200786000000,189803000000,191898000000,211008000000,222597000000,228346000000,201410000000,226354000000,246489000000,267603000000
Philippines,7515894111,8171194425,4954593072,5505023238,5953756195,6517349772,7189017888,7724873935,8632749269,9571800653,7559115517,8375075630,9067815521,11412449735,15607882555,16875240684,19381055197,22283109803,25762224563,31218296292,36848080899,40499388869,42206011275,37759179895,35730185634,34961486348,33987207295,37791488666,43152128959,48513773721,50508286642,51784144943,60422328242,62036529147,73159336915,84644328727,94648084429,94106317565,74492416330,85640171045,83669788255,78921234458,84307345888,87039092974,95001999685,107420000000,127653000000,155980000000,181625000000,175975000000,208369000000,234217000000,261921000000,283903000000,297484000000,306446000000,318627000000,328481000000,346842000000,376823000000,361751000000,394087000000,404353000000,437146000000
Palau,,,,,,,,,,,11563041,12706874,13956474,15331889,16848759.47,18521112.49,20364419.71,22308104.44,24530014.55,27004250.99,29728053.55,32726593.75,36027582.71,39661530.18,44814259.43,51030636.67,58109314.44,66169904.91,75348614.96,85800542.78,97702303.05,106555300,104771300,96455700,106138500,121018500,137494600,143860800,149079600,144206500,149535827.6,159453506.5,162665542.6,154559875.5,166391555.8,191048400.9,193679687.5,200903640.7,201167343.1,189997985.8,188174270.6,198873916.6,215762390.1,224265167.2,245731216.4,287215972.9,305404174.8,292345764.2,288160980.2,281828704.8,261179138.2,229858184.8,242333709.7,263020733.7
Papua New Guinea,230496036.9,244832039.2,261184041.8,275968044.2,305312048.8,344176055.1,390992062.6,441728182.7,485184189.6,551263864.2,645568215.3,717750278.1,858761926.1,1299079410,1467417672,1356603608,1511843235,1640746619,1947878831,2293760511,2545808456,2498190847,2368719683,2562351551,2552662617,2423339172,2647995602,3143851794,3656177881,3546472566,3219729083,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8354911041,9545028944,11670892801,11619456449,14250786675,17985138066,21295168666,21261338065,23210823987,21723437010,20758876953,22742699138,24109780708,24751066911,23848445104,26113333240,31603619037,30932496250
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65977748211,85500935935,94337050693,96043157273,110804000000,142294000000,160193000000,159358000000,174686000000,170031000000,172220000000,190905000000,199070000000,217829000000,255107000000,306146000000,344627000000,429021000000,533600000000,439732000000,475697000000,524374000000,495231000000,515762000000,539080000000,477111000000,470025000000,524641000000,588780000000,596058000000,599443000000,681346000000,689763000000,811229000000
Pre-demographic dividend,22009956179,23330571461,25039969601,26565248500,29004299685,30896554193,33638649403,33207024788,35485611159,39108206587,45057737029,43666468898,51728976467,63440936907,88901763881,102063000000,122012000000,132695000000,149023000000,188496000000,236812000000,335076000000,315592000000,260933000000,245862000000,254696000000,218053000000,235233000000,244850000000,245878000000,411261000000,222301000000,171870000000,182134000000,189980000000,279730000000,337882000000,371752000000,393137000000,244885000000,282743000000,268398000000,308709000000,336311000000,419004000000,521960000000,656227000000,793488000000,989251000000,896733000000,1047590000000,1213700000000,1319410000000,1448620000000,1535540000000,1305830000000,1163170000000,1214610000000,1353360000000,1427160000000,1309580000000,1435820000000,1639590000000,1562530000000
Puerto Rico,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100352000000,101565000000,102450000000,102446000000,103376000000,104337000000,103446000000,100958000000,105126000000,103131000000,106427000000,113567000000,117902000000
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,3339150158,3573719085,3835883663,4084251593,4429202657,4901711248,5370108031,6002607030,6644693214,7287555035,8108235704,9201604240,11239117865,15090564186,17512391476,19347607843,20332831565,21439523311,23487614051,26622819672,32896519824,31977276873,30527754793,27239650742,25217969050,27115807742,38745901354,48182925857,56347250696,60594092182,78713860217,89233599278,107592000000,95009751901,99688641304,118122000000,122630000000,117017000000,123946000000,127470000000,118605000000,121604000000,134796000000,165226000000,189382000000,197254000000,208756000000,240496000000,263416000000,244668000000,238113000000,245118000000,216224000000,226434000000,229902000000,199394000000,206426000000,221358000000,242313000000,239987000000,229032000000,255535000000,255197000000,287080000000
Paraguay,288884368,322053713.2,360698412.7,383904761.9,408349206.3,443587301.6,465888888.9,492674603.2,517650793.7,556293650.8,594611111.1,664571428.6,769039682.5,995531746,1333475397,1511420635,1698960317,2092158730,2559857143,3416777778,4448087302,5624515873,5419411765,5673248726,4502462807,3282449236,3723993943,3971044724,4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856393235,24615267664,22355151162,27260886405,33756238767,33271921136,38501122141,40377929296,36211447840,36089700223,38997129474,40225448341,37925338329,35432178068,39950899939,41952910858,42956263544
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19165500000,17396300000
Pacific island small states,,,,,,,,,,,426566440,480214569.6,569517256.1,763529818.2,1045235759,1147846193,1145576765,1204225094,1380350731,1661086764,1890462575,1955896932,1925210535,1843164674,1938207509,1862274198,2030422410,1986321623,2046491428,2132735952,2385286558,2529764745,2777196195,2916386567,3414847819,3706469724,3971732138,3981606457,3432249336,3744358277,3448222601,3391891585,3556817548,4239645994,4876721916,5412748920,5680719028,6259150036,6702842278,6042995506,6646636169,7754564667,8219726546,8544636536,9290027187,9082590663,9532201526,10290482444,10791457053,10729092905,9505064736,9493809707,10316299127,11232231820
Post-demographic dividend,1036270000000,1103930000000,1194310000000,1285060000000,1403990000000,1526740000000,1670420000000,1785260000000,1936320000000,2133200000000,2340110000000,2597620000000,3016280000000,3648120000000,4075780000000,4568150000000,4955760000000,5599510000000,6745440000000,7750540000000,8577410000000,8676800000000,8637490000000,8963210000000,9364090000000,9858840000000,12051300000000,13971600000000,15737300000000,16431800000000,18436200000000,19448500000000,20866700000000,21022400000000,22513600000000,24977000000000,25095400000000,24601900000000,24708100000000,25945500000000,26398800000000,26143700000000,27268500000000,30570500000000,33970500000000,35741600000000,37604200000000,41042500000000,43475400000000,40925500000000,42685600000000,45847700000000,45779700000000,46270700000000,47207300000000,44669800000000,45693400000000,47667100000000,50504300000000,51018800000000,50004900000000,55588800000000,56564200000000,59851800000000
French Polynesia,,,,,,176534588.4,215659453.6,220984367.6,259590074.5,242943783.1,254036000.8,296865513.7,326433558.1,431252938.1,555340842.9,690323388.5,732288906.3,793196378.7,1005569835,1215032464,1320416025,1234743073,1235897958,1284180701,1325515445,1448281228,2212028300,2677977163,2723496362,2731683484,3320159522,3410078968,3713785765,3544608548,3676123788,4186994249,4166072830,3762859093,3903186593,3911602004,3599845480,3573808556,3965405553,4927780607,5564109982,5705052135,5877997980,6631156406,7136741422,6584557974,6086644799,6203940037,5692858099,6031827123,6151996561,5325846362,5497036477,5833352693,6135116253,6022276196,5792545871,6150640646,5814661209,
Qatar,,,,,,,,,,,301791301.8,387703105.5,510262500.2,793885560,2401403227,2512773166,3284273987,3617564638,4052000413,5632962997,7829165262,8661263764,7596703214,6467582308,6704395824,6153296456,5053021951,5446428681,6038187033,6487912088,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,115270000000,97798351648,125122000000,167775000000,186834000000,198728000000,206225000000,161740000000,151732000000,161099000000,183335000000,176371000000,144411000000,179732000000,235770000000,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067567568,40424528302,41450777202,38247882300,28850634900,25121666667,26361160450,30072805104,37430162103,36937074278,35575214078,41696091974,35953156754,37253739511,40395116581,46065502703,57806384143,74973656852,98454380120,122024000000,174589000000,214317000000,174102000000,170029000000,192614000000,179133000000,189789000000,199714000000,177884000000,185288000000,210147000000,243316000000,251018000000,251363000000,285810000000,298892000000,351003000000
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554829000000,506631000000,517014000000,517963000000,460291000000,435084000000,395077000000,395537000000,391725000000,404929000000,270955000000,195907000000,259710000000,306602000000,345470000000,430347000000,591017000000,764016000000,989932000000,1299700000000,1660850000000,1222650000000,1524920000000,2045920000000,2208290000000,2292470000000,2059240000000,1363480000000,1276790000000,1574200000000,1657330000000,1693120000000,1493080000000,1843390000000,2266030000000,2021420000000
Rwanda,119000024,122000016,125000008,128000000,129999994,148799980,124525702.9,159560018,172200018,188700037,219900006,222952504.4,246457838.3,290746157.1,308458423.2,571863500.2,637753853.1,746650613,905709076.4,1109346131,1254765642,1407062527,1407243139,1479687587,1587413084,1715626331,1944710684,2157432668,2395492687,2405022593,2550185679,1911600237,2029026962,1971525712,753636370.5,1293535193,1382334879,1851558197,1989343546,2157108767,2068837212,1966600292,1966004243,2138237346,2376495587,2933819820,3319783952,4070508543,5179853221,5674476707,6124756894,6884912957,7654762345,7819963627,8238966247,8543759089,8695272095,9252834120,9637904553,10349299856,10174387614,11069280277,13316160804,14097768648
South Asia,47274328379,50467431650,53905757721,60496393964,69320094074,74300329652,61634144134,67988908261,71642503355,78860212866,85149253641,90601671637,91337915060,104514000000,126551000000,135367000000,131874000000,152700000000,173796000000,194667000000,235543000000,250077000000,258727000000,273882000000,272607000000,296435000000,313955000000,348602000000,374584000000,378017000000,406963000000,362063000000,384522000000,380890000000,432086000000,479585000000,524681000000,550409000000,558117000000,597995000000,647682000000,662514000000,695456000000,811669000000,941601000000,1075830000000,1220740000000,1536040000000,1559690000000,1702710000000,2082360000000,2294090000000,2327940000000,2389900000000,2614920000000,2733620000000,3011040000000,3433920000000,3534070000000,3658210000000,3493120000000,4079880000000,4327290000000,4475570000000
Saudi Arabia,1748124063,1920811284,2130606532,2207393171,2371808713,2647955558,2920555557,3257022223,4187777711,4485777644,5377333333,7184806909,9664267087,14947435499,45412957746,46773208643,64005665722,74188986586,80266516687,111858000000,164540000000,184291000000,153240000000,129172000000,119625000000,103898000000,86961922765,85695861148,88256074766,95344459279,117630000000,132223000000,137088000000,132968000000,135175000000,143343000000,158662000000,165964000000,146775000000,161717000000,189515000000,184138000000,189606000000,215808000000,258742000000,328460000000,376900000000,415965000000,519797000000,429098000000,528207000000,676635000000,741850000000,753865000000,766606000000,669484000000,666000000000,714995000000,846584000000,838565000000,734271000000,874156000000,1108570000000,1067580000000
Sudan,1127011494,1223563218,1329022989,1352011494,1389080460,1447701149,1485344828,1608333333,1678735632,1848563218,2101436782,2289655172,2484482759,3079022989,3961206897,4825862069,6016666667,7503448276,8138461538,8421678322,8951800000,10751162791,8735294118,8230153846,10447615385,8075347222,10092200000,12093333333,14372555556,21408111111,33641222222,44168918919,7031909434,8881005436,12793794737,13830363900,9018300725,11681175864,11250221537,10682028340,12257299147,15716361792,18137128388,21355298460,26646007251,35182711988,45263831634,59440139775,64833083257,51621044077,58962978034,55018567211,37632919967,43024018082,49516748618,51726758677,42630376000,41283617976,32333780383,32338079165,27034593750,34229513775,51666875363,109327000000
Senegal,1003692370,1058975257,1085475791,1122139862,1188930645,1210058228,1246908186,1246480766,1309384862,1245234931,1297407655,1339549033,1620857104,1863398590,2099325229,2830388405,2869777884,2938046463,3280354921,4084877823,4510108291,4095892781,4013951443,3569356125,3485165432,3818944918,5392093446,6487353103,6418419389,6366039373,7390967360,7255210470,7769817840,7367986241,5034588196,6326342633,6559712166,6041478726,6505607909,6592834933,6013185004,6507824829,7006402320,8768721563,10076816667,11009033438,11697918243,13994218413,16853989628,16145867495,16121315909,17814283639,17660870412,18918667725,19797253440,17774766696,19040312333,20996562944,23116701556,23403995992,24530513038,27520784130,27619479060,31013986429
Singapore,704751700.3,764629788.1,826239211.8,917608012.5,894153311.4,974644096.1,1096425608,1238035816,1425706091,1659893768,1920574150,2263785444,2721440981,3696213333,5221534956,5633673930,6327077974,6618585074,7517176355,9296921724,11896256783,14175228844,16084252378,17784112150,19749361098,19156532746,18586746057,20919215578,25371462488,30465364739,36144336769,45466164978,52131320033,60603815716,73688724431,87812540788,96293086513,100124000000,85728207782,86286849755,96076539926,89793790670,92538372870,97646401096,115034000000,127808000000,148627000000,180942000000,193617000000,194150000000,239808000000,279356000000,295093000000,307576000000,314864000000,307999000000,319054000000,343257000000,376893000000,376902000000,349488000000,434112000000,498475000000,501428000000
Solomon Islands,,,,,,,,25203524.03,28084252.76,28606411.4,,50056882.82,40606712.05,55272108.84,84539332.28,74620320.03,83100834.31,93145283.36,111027427.2,151276496.5,182852106.4,193750540.6,192902018.7,181220399,181570474.1,165524943.6,147620047.5,155128542.2,176494393.9,172882410.7,214877666.7,227540473.3,269034595.8,300746361.1,402837005.3,469443201.5,510586430.2,526554006,457579840.2,488024514.4,419842674.2,409508553,346406738.9,417668983.4,468005318.6,552864570.2,617258154.3,695295347.6,776337691.8,805557562.6,898133684.9,1063895361,1185215418,1285911586,1335571421,1307909888,1379490304,1469789119,1615478393,1619155017,1536145814,1522794913,1566360686,1631286701
Sierra Leone,322151470.6,327979248.4,342872712.4,348700653.6,372012091.5,359523809.5,375630252.1,348895027.6,329991956.8,408853541.4,434584033.6,419495908.5,465254432,575471323.5,648940350.9,679352433.6,594810152.7,692079581.2,960765043,1109343236,1100476190,1114926661,1294995964,995278514.6,1087450199,856890498.6,490181456.6,660106321.4,1055083945,932974411.9,649644097.6,780098205.2,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1074851475,1236235827,1369685677,1430217081,1627058425,1862116291,2126679544,2451896435,2419014960,2578159804,2932274309,3789251613,4920343317,5015180725,4252029354,3862721266,3719443418,4085114388,4076578699,4062906266,4249234704,4094563859,3809832237
El Salvador,,,,,,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24921190000,29043140000,31988920000,34015620000
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109098658,1005159388,1077413479,1168269231,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881191950,1813717695,1604701051,1678741202,1673910988,1419400404,1468342431,1528621195,1655354304,1616188702,1541247884,1855382833,,
Somalia,180459936.8,191659914.4,203531927.5,216145935.9,229529912.7,243725898,257375897,271781886.8,286719885.3,306357284.6,347985394.3,347039445.7,447883941.2,483699610.6,572504035.9,757015878.8,871344245.1,498550724.6,564571823.2,589566929.1,602515548.5,699302473.1,774578932,735408641.8,787434541.7,875702247.2,916590786.3,1018972664,1051596967,1181360844,1031282081,717974929.8,709297578.5,1260132956,1481205098,1534756135,1792234297,2191749014,2962047564,3045751528,3412797450,2252847465,2192684135,2836724352,3859592813,4683246454,5026743282,5430713729,5913620293,2948594552,2687807004,2906000097,4041702389,5836021227,6537360533,6984947145,7390796617,8252394373,8278212314,9420431258,9204140383,9838711529,10419541202,11679800110
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19374911220,20302145339,16832598870,21818007449,25676488000,19457979423,19388663551,6875845987,12960546471,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062202419,39655949731,40692661657,44179075779,50640662859,51514242939,53356484591,63101042898,63563410721,75187125427
Sub-Saharan Africa (excluding high income),33090214944,34977868084,37290528805,40204671362,43801439277,47294334234,51087667657,52466543012,55815747943,62314473363,70436667211,71791051606,80983186014,103241000000,131390000000,144581000000,157959000000,171680000000,190572000000,227962000000,290218000000,402288000000,371770000000,334285000000,299764000000,284675000000,265264000000,298330000000,312819000000,316929000000,373310000000,401440000000,362732000000,368789000000,377141000000,479947000000,535109000000,564078000000,565282000000,403404000000,427688000000,409107000000,445364000000,561067000000,696791000000,826950000000,975498000000,1129460000000,1280460000000,1223190000000,1447130000000,1626610000000,1689390000000,1796170000000,1872890000000,1667230000000,1520440000000,1624180000000,1779120000000,1828590000000,1714840000000,1931280000000,2059040000000,2030610000000
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,,,,,
Sub-Saharan Africa,33100575536,34987537580,37301164846,40216476668,43814559610,47307327016,51101227868,52480175560,55828395269,62326882333,70450505278,71808603912,81009348079,103272000000,131425000000,144621000000,157999000000,171735000000,190648000000,228080000000,290363000000,402432000000,371909000000,334425000000,299912000000,284845000000,265479000000,298590000000,313117000000,317251000000,373699000000,401834000000,363195000000,369296000000,377661000000,480489000000,535646000000,564679000000,565932000000,404071000000,428346000000,409773000000,446110000000,561821000000,697688000000,827932000000,976584000000,1130540000000,1281440000000,1224040000000,1448110000000,1627670000000,1690480000000,1797510000000,1874280000000,1668660000000,1522010000000,1625860000000,1780910000000,1830460000000,1716220000000,1932770000000,2061100000000,2032750000000
Small states,,,,,,,,,,,4466735993,5000430795,5807495690,7469620100,10181292908,10730993243,12168150478,14608238751,16966306081,20881578098,27438523049,27861833675,27745498254,27080519124,28011425418,28142756692,29954795791,35074153055,38433795911,39127757025,44747769952,46967025004,50718222736,50463646244,53830919904,61225931020,64221535016,67849318093,69616675805,73166388467,76825026680,77134382258,83440932717,98713950503,114441000000,128663000000,144640000000,169973000000,185058000000,164141000000,174536000000,195164000000,196185000000,203748000000,210645000000,195343000000,202184000000,222190000000,240867000000,243792000000,219068000000,254207000000,281851000000,298978000000
Sao Tome and Principe,,,,,,,,,,,37211810.7,37289066.26,41430878.78,56011606.01,57817986.54,60102309.36,52039548.59,49207781.82,55044150.45,65755141.78,81663164.78,83500282,80306989.03,75110646.1,78213203.84,82733794.12,115928951,115953392.3,99001149.07,98545367.42,119297935.7,107484142.7,94861780.62,125742228.8,131338414.6,103695236.8,135188165.7,91920274.24,72285403.84,77302211.92,76198394.82,75951133.38,85171073.88,102085769.1,114582283.9,136450662.4,142775104.1,149146918.9,188021165,200668065,190021192.5,226455001.2,229371348.2,267041747.6,293119143.2,259999643,292267272.2,322002845.2,383717327.8,412976064.5,471229484.6,524402450.8,542686976.5,603240749
Suriname,99650000,107700000,116150000,125950000,134400000,154150000,190350000,220700000,241350000,259650000,274900000,301000000,311950000,339450000,409850000,465500000,505500000,641500000,735500000,782500000,795000000,889000000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,448100000,404600000,428764705.9,605492537.3,691590497.7,861372806.2,926422500,1110850000,886290697.7,947671969.7,834279357.8,1093574468,1274190311,1484092538,1793410397,2626380435,2936612022,3532969035,3875409836,4368370998,4422276622,4980000000,5145757576,5240606061,5126237646,3317421648,3591679431,3996198867,4016040575,2911807496,3081401726,3620987993,3782437296
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650,14272201755,15495514297,16520676974,20162936291,25840146405,27925036755,27706028096,29856000671,30463670124,29242558797,30778781607,35297794386,46919965224,57437444469,62808723477,70767338922,86563986799,100880000000,89399303222,91162836320,99922685425,94623731086,98935222175,101437000000,88900883131,89952699525,95649966261,106138000000,105712000000,106738000000,118563000000,115585000000,132794000000
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19817923036,14444213920,14267106464,14439020929,16389101594,21352224019,21507232649,20763101741,22146231968,22711384311,20289627637,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48067401207,55779427740,50567734886,48208240226,51583869785,46577793184,48415657265,49997186439,43107506024,44766722791,48589100043,54177882426,54386654314,53734526854,61832201544,60063475466,68216781411
Sweden,15953203853,17354781171,18821353529,20371666154,22718426804,25000191834,27194141951,29517675437,31323283317,34016617942,38092452061,41566412923,48954145809,59404966684,66013338965,82885397621,89362071673,94468740851,104442000000,123386000000,142092000000,129687000000,114381000000,105014000000,109201000000,114124000000,150498000000,183010000000,206987000000,217948000000,261846000000,274229000000,284321000000,212953000000,229034000000,267306000000,291744000000,268146000000,270809000000,274072000000,262835000000,242396000000,266849000000,334337000000,385118000000,392218000000,423093000000,491253000000,517706000000,436537000000,495813000000,574094000000,552484000000,586842000000,581964000000,505104000000,515655000000,541019000000,555455000000,533880000000,547054000000,639715000000,590410000000,593268000000
Eswatini,35076845.97,43026042.79,45927961.63,54129438.35,64980554.01,70279971.89,76859969.26,74759970.1,79799968.08,105419957.8,112139955.1,136462080.7,146736479.2,221915127.6,264320941,288299788.5,272550068.1,304060076,340630085.2,412093133.8,541976852.6,570774824.8,537568059.4,555336145.8,494483408.9,360079419.4,449140318.4,584126092.3,692026454.7,696921542.4,1114694041,1156135718,1284759928,1357189552,1419294254,1698989464,1602741834,1716714070,1576908856,1547888496,1738093840,1542477309,1432221739,2197598466,2770082792,3178112499,3291330019,3469381231,3294084314,3580428053,4438765086,4820478680,4886551484,4597552982,4422986272,4063245671,3816019193,4402969226,4666598024,4495267266,3982236694,4850842541,4790922789,4597855845
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936089385.5,985865921.8,1022905028,1361811508,1417888715,1427017207,1353212123,1259200447,1407880447,1236428101,1353071061,1537088715,1623165683
Seychelles,12012024.62,11592023.76,12642025.92,13923028.54,15393031.56,15603031.99,16443033.71,16632032.13,16074027.65,16452028.3,18432031.7,21965950.77,30645122.92,36896280.48,43134496.16,47803145.95,49278981.76,64526401.46,85552365.8,127261099.2,156783829.5,163750728.2,157211789.7,156098237,160992921,179691482.7,221147061.3,265212956.9,301985618.1,324333366.5,392163560.9,398307169.9,461409398.9,504230620.6,517570058.2,540733047.7,535250347.1,598966982.4,647287375.8,662838614.9,654212394.3,662064155.9,742134837.5,750847230.1,893012218.2,977899381.8,1081441283,1077308814,979597394.3,850901620.4,981616542.3,1058918707,1089407839,1333160407,1387577870,1432403352,1568513348,1675370641,1784313927,1868690097,1382551752,1487173795,2057968520,2141450171
